label,data
5,../data/floorplan_crop/3.pt
5,../data/floorplan_crop/4.pt
5,../data/floorplan_crop/9.pt
5,../data/floorplan_crop/77.pt
5,../data/floorplan_crop/81.pt
5,../data/floorplan_crop/117.pt
5,../data/floorplan_crop/122.pt
5,../data/floorplan_crop/221.pt
5,../data/floorplan_crop/228.pt
5,../data/floorplan_crop/236.pt
5,../data/floorplan_crop/239.pt
5,../data/floorplan_crop/249.pt
5,../data/floorplan_crop/253.pt
5,../data/floorplan_crop/256.pt
5,../data/floorplan_crop/268.pt
5,../data/floorplan_crop/270.pt
5,../data/floorplan_crop/271.pt
5,../data/floorplan_crop/290.pt
5,../data/floorplan_crop/325.pt
5,../data/floorplan_crop/335.pt
5,../data/floorplan_crop/336.pt
5,../data/floorplan_crop/337.pt
5,../data/floorplan_crop/343.pt
5,../data/floorplan_crop/360.pt
5,../data/floorplan_crop/369.pt
5,../data/floorplan_crop/370.pt
5,../data/floorplan_crop/371.pt
5,../data/floorplan_crop/376.pt
5,../data/floorplan_crop/404.pt
5,../data/floorplan_crop/411.pt
5,../data/floorplan_crop/432.pt
5,../data/floorplan_crop/444.pt
5,../data/floorplan_crop/445.pt
5,../data/floorplan_crop/446.pt
5,../data/floorplan_crop/448.pt
5,../data/floorplan_crop/455.pt
5,../data/floorplan_crop/457.pt
5,../data/floorplan_crop/470.pt
5,../data/floorplan_crop/477.pt
5,../data/floorplan_crop/486.pt
5,../data/floorplan_crop/527.pt
5,../data/floorplan_crop/540.pt
5,../data/floorplan_crop/541.pt
5,../data/floorplan_crop/544.pt
5,../data/floorplan_crop/561.pt
5,../data/floorplan_crop/563.pt
5,../data/floorplan_crop/571.pt
5,../data/floorplan_crop/587.pt
5,../data/floorplan_crop/594.pt
5,../data/floorplan_crop/595.pt
5,../data/floorplan_crop/596.pt
5,../data/floorplan_crop/597.pt
5,../data/floorplan_crop/598.pt
5,../data/floorplan_crop/602.pt
5,../data/floorplan_crop/611.pt
5,../data/floorplan_crop/621.pt
5,../data/floorplan_crop/627.pt
5,../data/floorplan_crop/629.pt
5,../data/floorplan_crop/630.pt
5,../data/floorplan_crop/632.pt
5,../data/floorplan_crop/633.pt
5,../data/floorplan_crop/634.pt
5,../data/floorplan_crop/635.pt
5,../data/floorplan_crop/638.pt
5,../data/floorplan_crop/639.pt
5,../data/floorplan_crop/646.pt
5,../data/floorplan_crop/653.pt
5,../data/floorplan_crop/654.pt
5,../data/floorplan_crop/662.pt
5,../data/floorplan_crop/685.pt
5,../data/floorplan_crop/689.pt
5,../data/floorplan_crop/699.pt
5,../data/floorplan_crop/700.pt
5,../data/floorplan_crop/724.pt
5,../data/floorplan_crop/759.pt
5,../data/floorplan_crop/766.pt
5,../data/floorplan_crop/814.pt
5,../data/floorplan_crop/818.pt
5,../data/floorplan_crop/820.pt
5,../data/floorplan_crop/836.pt
5,../data/floorplan_crop/865.pt
5,../data/floorplan_crop/867.pt
5,../data/floorplan_crop/868.pt
5,../data/floorplan_crop/869.pt
5,../data/floorplan_crop/876.pt
5,../data/floorplan_crop/877.pt
5,../data/floorplan_crop/916.pt
5,../data/floorplan_crop/927.pt
5,../data/floorplan_crop/932.pt
5,../data/floorplan_crop/1107.pt
5,../data/floorplan_crop/1109.pt
5,../data/floorplan_crop/1114.pt
5,../data/floorplan_crop/1137.pt
5,../data/floorplan_crop/1139.pt
5,../data/floorplan_crop/1142.pt
5,../data/floorplan_crop/1157.pt
5,../data/floorplan_crop/1160.pt
5,../data/floorplan_crop/1162.pt
5,../data/floorplan_crop/1174.pt
5,../data/floorplan_crop/1235.pt
5,../data/floorplan_crop/1236.pt
5,../data/floorplan_crop/1240.pt
5,../data/floorplan_crop/1242.pt
5,../data/floorplan_crop/1244.pt
5,../data/floorplan_crop/1245.pt
5,../data/floorplan_crop/1246.pt
5,../data/floorplan_crop/1253.pt
5,../data/floorplan_crop/1255.pt
5,../data/floorplan_crop/1261.pt
5,../data/floorplan_crop/1263.pt
5,../data/floorplan_crop/1264.pt
5,../data/floorplan_crop/1265.pt
5,../data/floorplan_crop/1286.pt
5,../data/floorplan_crop/1299.pt
5,../data/floorplan_crop/1300.pt
5,../data/floorplan_crop/1305.pt
5,../data/floorplan_crop/1306.pt
5,../data/floorplan_crop/1308.pt
5,../data/floorplan_crop/1309.pt
5,../data/floorplan_crop/1314.pt
5,../data/floorplan_crop/1315.pt
5,../data/floorplan_crop/1319.pt
5,../data/floorplan_crop/1324.pt
5,../data/floorplan_crop/1328.pt
5,../data/floorplan_crop/1332.pt
5,../data/floorplan_crop/1333.pt
5,../data/floorplan_crop/1334.pt
5,../data/floorplan_crop/1335.pt
5,../data/floorplan_crop/1336.pt
5,../data/floorplan_crop/1337.pt
5,../data/floorplan_crop/1338.pt
5,../data/floorplan_crop/1339.pt
5,../data/floorplan_crop/1343.pt
5,../data/floorplan_crop/1345.pt
5,../data/floorplan_crop/1348.pt
5,../data/floorplan_crop/1349.pt
5,../data/floorplan_crop/1376.pt
5,../data/floorplan_crop/1382.pt
5,../data/floorplan_crop/1405.pt
5,../data/floorplan_crop/1409.pt
5,../data/floorplan_crop/1412.pt
5,../data/floorplan_crop/1420.pt
5,../data/floorplan_crop/1430.pt
5,../data/floorplan_crop/1436.pt
5,../data/floorplan_crop/1439.pt
5,../data/floorplan_crop/1447.pt
5,../data/floorplan_crop/1454.pt
5,../data/floorplan_crop/1472.pt
5,../data/floorplan_crop/1474.pt
5,../data/floorplan_crop/1475.pt
5,../data/floorplan_crop/1476.pt
5,../data/floorplan_crop/1484.pt
5,../data/floorplan_crop/1505.pt
5,../data/floorplan_crop/1509.pt
5,../data/floorplan_crop/1514.pt
5,../data/floorplan_crop/1519.pt
5,../data/floorplan_crop/1530.pt
5,../data/floorplan_crop/1534.pt
5,../data/floorplan_crop/1535.pt
5,../data/floorplan_crop/1536.pt
5,../data/floorplan_crop/1545.pt
5,../data/floorplan_crop/1547.pt
5,../data/floorplan_crop/1551.pt
5,../data/floorplan_crop/1571.pt
5,../data/floorplan_crop/1572.pt
5,../data/floorplan_crop/1573.pt
5,../data/floorplan_crop/1577.pt
5,../data/floorplan_crop/1602.pt
5,../data/floorplan_crop/1604.pt
5,../data/floorplan_crop/1614.pt
5,../data/floorplan_crop/1629.pt
5,../data/floorplan_crop/1633.pt
5,../data/floorplan_crop/1634.pt
5,../data/floorplan_crop/1635.pt
5,../data/floorplan_crop/1636.pt
5,../data/floorplan_crop/1639.pt
5,../data/floorplan_crop/1640.pt
5,../data/floorplan_crop/1641.pt
5,../data/floorplan_crop/1642.pt
5,../data/floorplan_crop/1643.pt
5,../data/floorplan_crop/1644.pt
5,../data/floorplan_crop/1645.pt
5,../data/floorplan_crop/1662.pt
5,../data/floorplan_crop/1666.pt
5,../data/floorplan_crop/1687.pt
5,../data/floorplan_crop/1688.pt
5,../data/floorplan_crop/1690.pt
5,../data/floorplan_crop/1691.pt
5,../data/floorplan_crop/1692.pt
5,../data/floorplan_crop/1709.pt
5,../data/floorplan_crop/1711.pt
5,../data/floorplan_crop/1751.pt
5,../data/floorplan_crop/1753.pt
5,../data/floorplan_crop/1755.pt
5,../data/floorplan_crop/1817.pt
5,../data/floorplan_crop/1823.pt
5,../data/floorplan_crop/1829.pt
5,../data/floorplan_crop/1832.pt
5,../data/floorplan_crop/1852.pt
5,../data/floorplan_crop/1856.pt
5,../data/floorplan_crop/1861.pt
5,../data/floorplan_crop/1867.pt
5,../data/floorplan_crop/1868.pt
5,../data/floorplan_crop/1869.pt
5,../data/floorplan_crop/1871.pt
5,../data/floorplan_crop/1875.pt
5,../data/floorplan_crop/1878.pt
5,../data/floorplan_crop/1879.pt
5,../data/floorplan_crop/1881.pt
5,../data/floorplan_crop/1887.pt
5,../data/floorplan_crop/1888.pt
5,../data/floorplan_crop/1892.pt
5,../data/floorplan_crop/1923.pt
5,../data/floorplan_crop/1942.pt
5,../data/floorplan_crop/1995.pt
5,../data/floorplan_crop/2001.pt
