label,data
1,../data/img_residential_original/1011.pt
1,../data/img_residential_original/1012.pt
1,../data/img_residential_original/1020.pt
1,../data/img_residential_original/1026.pt
1,../data/img_residential_original/1027.pt
1,../data/img_residential_original/1042.pt
1,../data/img_residential_original/1043.pt
1,../data/img_residential_original/1050.pt
1,../data/img_residential_original/1055.pt
1,../data/img_residential_original/1058.pt
1,../data/img_residential_original/1079.pt
1,../data/img_residential_original/1085.pt
1,../data/img_residential_original/1098.pt
1,../data/img_residential_original/110.pt
1,../data/img_residential_original/1102.pt
1,../data/img_residential_original/1104.pt
1,../data/img_residential_original/1109.pt
1,../data/img_residential_original/1113.pt
1,../data/img_residential_original/1116.pt
1,../data/img_residential_original/112.pt
1,../data/img_residential_original/1142.pt
1,../data/img_residential_original/1143.pt
1,../data/img_residential_original/1152.pt
1,../data/img_residential_original/1157.pt
1,../data/img_residential_original/116.pt
1,../data/img_residential_original/1162.pt
1,../data/img_residential_original/1171.pt
1,../data/img_residential_original/1174.pt
1,../data/img_residential_original/1178.pt
1,../data/img_residential_original/1179.pt
1,../data/img_residential_original/1181.pt
1,../data/img_residential_original/1187.pt
1,../data/img_residential_original/1189.pt
1,../data/img_residential_original/1190.pt
1,../data/img_residential_original/1201.pt
1,../data/img_residential_original/1202.pt
1,../data/img_residential_original/1205.pt
1,../data/img_residential_original/1208.pt
1,../data/img_residential_original/1216.pt
1,../data/img_residential_original/1217.pt
1,../data/img_residential_original/1223.pt
1,../data/img_residential_original/1225.pt
1,../data/img_residential_original/1226.pt
1,../data/img_residential_original/1229.pt
1,../data/img_residential_original/123.pt
1,../data/img_residential_original/1231.pt
1,../data/img_residential_original/1238.pt
1,../data/img_residential_original/1239.pt
1,../data/img_residential_original/1241.pt
1,../data/img_residential_original/1245.pt
1,../data/img_residential_original/1247.pt
1,../data/img_residential_original/1248.pt
1,../data/img_residential_original/1250.pt
1,../data/img_residential_original/127.pt
1,../data/img_residential_original/1275.pt
1,../data/img_residential_original/1280.pt
1,../data/img_residential_original/1298.pt
1,../data/img_residential_original/1301.pt
1,../data/img_residential_original/1322.pt
1,../data/img_residential_original/1324.pt
1,../data/img_residential_original/1329.pt
1,../data/img_residential_original/133.pt
1,../data/img_residential_original/1336.pt
1,../data/img_residential_original/1337.pt
1,../data/img_residential_original/1338.pt
1,../data/img_residential_original/1339.pt
1,../data/img_residential_original/1342.pt
1,../data/img_residential_original/1345.pt
1,../data/img_residential_original/1360.pt
1,../data/img_residential_original/1362.pt
1,../data/img_residential_original/1364.pt
1,../data/img_residential_original/1366.pt
1,../data/img_residential_original/1370.pt
1,../data/img_residential_original/138.pt
1,../data/img_residential_original/1380.pt
1,../data/img_residential_original/1392.pt
1,../data/img_residential_original/1397.pt
1,../data/img_residential_original/1398.pt
1,../data/img_residential_original/1400.pt
1,../data/img_residential_original/1404.pt
1,../data/img_residential_original/1406.pt
1,../data/img_residential_original/1408.pt
1,../data/img_residential_original/1415.pt
1,../data/img_residential_original/1421.pt
1,../data/img_residential_original/1423.pt
1,../data/img_residential_original/1424.pt
1,../data/img_residential_original/1431.pt
1,../data/img_residential_original/1456.pt
1,../data/img_residential_original/1465.pt
1,../data/img_residential_original/1466.pt
1,../data/img_residential_original/1471.pt
