label,data
4,../data/data_root/data00/10002.pt
4,../data/data_root/data00/10005.pt
4,../data/data_root/data00/10013.pt
4,../data/data_root/data00/10018.pt
4,../data/data_root/data00/10021.pt
4,../data/data_root/data00/10024.pt
4,../data/data_root/data00/10026.pt
4,../data/data_root/data00/10035.pt
4,../data/data_root/data00/10036.pt
4,../data/data_root/data00/10037.pt
4,../data/data_root/data00/10038.pt
4,../data/data_root/data00/10045.pt
4,../data/data_root/data00/10047.pt
4,../data/data_root/data00/10059.pt
4,../data/data_root/data00/10071.pt
4,../data/data_root/data00/10079.pt
4,../data/data_root/data00/1008.pt
4,../data/data_root/data00/1009.pt
4,../data/data_root/data00/10091.pt
4,../data/data_root/data00/10094.pt
4,../data/data_root/data00/10098.pt
4,../data/data_root/data00/10100.pt
4,../data/data_root/data00/10101.pt
4,../data/data_root/data00/10103.pt
4,../data/data_root/data00/10104.pt
4,../data/data_root/data00/10108.pt
4,../data/data_root/data00/10116.pt
4,../data/data_root/data00/10119.pt
4,../data/data_root/data00/10124.pt
4,../data/data_root/data00/10125.pt
4,../data/data_root/data00/10126.pt
4,../data/data_root/data00/10127.pt
4,../data/data_root/data00/10130.pt
4,../data/data_root/data00/10144.pt
4,../data/data_root/data00/10147.pt
4,../data/data_root/data00/10149.pt
4,../data/data_root/data00/10150.pt
4,../data/data_root/data00/10151.pt
4,../data/data_root/data00/10152.pt
4,../data/data_root/data00/10159.pt
4,../data/data_root/data00/1016.pt
4,../data/data_root/data00/10161.pt
4,../data/data_root/data00/10163.pt
4,../data/data_root/data00/10172.pt
4,../data/data_root/data00/10173.pt
4,../data/data_root/data00/10177.pt
4,../data/data_root/data00/10178.pt
4,../data/data_root/data00/10182.pt
4,../data/data_root/data00/10185.pt
4,../data/data_root/data00/10186.pt
4,../data/data_root/data00/10189.pt
4,../data/data_root/data00/10193.pt
4,../data/data_root/data00/10194.pt
4,../data/data_root/data00/1020.pt
4,../data/data_root/data00/10200.pt
4,../data/data_root/data00/10202.pt
4,../data/data_root/data00/10206.pt
4,../data/data_root/data00/10208.pt
4,../data/data_root/data00/10212.pt
4,../data/data_root/data00/10213.pt
4,../data/data_root/data00/10214.pt
4,../data/data_root/data00/10215.pt
4,../data/data_root/data00/10218.pt
4,../data/data_root/data00/1022.pt
4,../data/data_root/data00/10220.pt
4,../data/data_root/data00/10221.pt
4,../data/data_root/data00/10228.pt
4,../data/data_root/data00/10236.pt
4,../data/data_root/data00/10239.pt
4,../data/data_root/data00/1024.pt
4,../data/data_root/data00/10241.pt
4,../data/data_root/data00/10242.pt
4,../data/data_root/data00/10248.pt
4,../data/data_root/data00/10250.pt
4,../data/data_root/data00/10251.pt
4,../data/data_root/data00/10262.pt
4,../data/data_root/data00/10270.pt
4,../data/data_root/data00/10273.pt
4,../data/data_root/data00/10276.pt
4,../data/data_root/data00/10280.pt
4,../data/data_root/data00/10284.pt
4,../data/data_root/data00/10286.pt
4,../data/data_root/data00/10297.pt
4,../data/data_root/data00/10301.pt
4,../data/data_root/data00/10312.pt
4,../data/data_root/data00/10315.pt
4,../data/data_root/data00/10316.pt
4,../data/data_root/data00/10317.pt
4,../data/data_root/data00/10321.pt
4,../data/data_root/data00/10324.pt
4,../data/data_root/data00/10327.pt
4,../data/data_root/data00/10333.pt
4,../data/data_root/data00/10341.pt
4,../data/data_root/data00/10347.pt
4,../data/data_root/data00/10352.pt
4,../data/data_root/data00/10357.pt
4,../data/data_root/data00/10359.pt
4,../data/data_root/data00/10362.pt
4,../data/data_root/data00/10371.pt
4,../data/data_root/data00/10388.pt
4,../data/data_root/data00/10390.pt
4,../data/data_root/data00/10396.pt
4,../data/data_root/data00/10403.pt
4,../data/data_root/data00/10405.pt
4,../data/data_root/data00/10423.pt
4,../data/data_root/data00/10424.pt
4,../data/data_root/data00/10427.pt
4,../data/data_root/data00/10432.pt
4,../data/data_root/data00/10434.pt
4,../data/data_root/data00/10437.pt
4,../data/data_root/data00/1044.pt
4,../data/data_root/data00/10451.pt
4,../data/data_root/data00/10461.pt
4,../data/data_root/data00/10463.pt
4,../data/data_root/data00/10465.pt
4,../data/data_root/data00/10468.pt
4,../data/data_root/data00/10470.pt
4,../data/data_root/data00/10475.pt
4,../data/data_root/data00/10477.pt
4,../data/data_root/data00/10478.pt
4,../data/data_root/data00/10484.pt
4,../data/data_root/data00/10494.pt
4,../data/data_root/data00/1050.pt
4,../data/data_root/data00/10509.pt
4,../data/data_root/data00/10515.pt
4,../data/data_root/data00/10516.pt
4,../data/data_root/data00/10517.pt
4,../data/data_root/data00/10519.pt
4,../data/data_root/data00/1052.pt
4,../data/data_root/data00/10520.pt
4,../data/data_root/data00/10523.pt
4,../data/data_root/data00/10525.pt
4,../data/data_root/data00/10529.pt
4,../data/data_root/data00/10532.pt
4,../data/data_root/data00/10534.pt
4,../data/data_root/data00/10540.pt
4,../data/data_root/data00/10550.pt
4,../data/data_root/data00/10564.pt
4,../data/data_root/data00/10578.pt
4,../data/data_root/data00/10579.pt
4,../data/data_root/data00/10581.pt
4,../data/data_root/data00/10583.pt
4,../data/data_root/data00/10584.pt
4,../data/data_root/data00/10595.pt
4,../data/data_root/data00/10596.pt
4,../data/data_root/data00/10597.pt
4,../data/data_root/data00/10599.pt
4,../data/data_root/data00/106.pt
4,../data/data_root/data00/10604.pt
