label,data
0,../data/data_root/data00/10001.pt
0,../data/data_root/data00/10003.pt
0,../data/data_root/data00/10006.pt
0,../data/data_root/data00/10007.pt
0,../data/data_root/data00/10008.pt
0,../data/data_root/data00/10009.pt
0,../data/data_root/data00/1001.pt
0,../data/data_root/data00/10010.pt
0,../data/data_root/data00/10014.pt
0,../data/data_root/data00/10016.pt
0,../data/data_root/data00/10017.pt
0,../data/data_root/data00/10019.pt
0,../data/data_root/data00/10020.pt
0,../data/data_root/data00/10027.pt
0,../data/data_root/data00/10030.pt
0,../data/data_root/data00/10031.pt
0,../data/data_root/data00/10032.pt
0,../data/data_root/data00/10039.pt
0,../data/data_root/data00/10043.pt
0,../data/data_root/data00/10048.pt
0,../data/data_root/data00/10050.pt
0,../data/data_root/data00/10054.pt
0,../data/data_root/data00/10057.pt
0,../data/data_root/data00/10058.pt
0,../data/data_root/data00/1006.pt
0,../data/data_root/data00/10060.pt
0,../data/data_root/data00/10061.pt
0,../data/data_root/data00/10063.pt
0,../data/data_root/data00/10065.pt
0,../data/data_root/data00/10072.pt
0,../data/data_root/data00/10073.pt
0,../data/data_root/data00/10075.pt
0,../data/data_root/data00/10076.pt
0,../data/data_root/data00/10077.pt
0,../data/data_root/data00/1010.pt
0,../data/data_root/data00/10106.pt
0,../data/data_root/data00/10115.pt
0,../data/data_root/data00/10128.pt
0,../data/data_root/data00/10129.pt
0,../data/data_root/data00/10134.pt
0,../data/data_root/data00/10135.pt
0,../data/data_root/data00/10136.pt
0,../data/data_root/data00/1014.pt
0,../data/data_root/data00/10143.pt
0,../data/data_root/data00/10146.pt
0,../data/data_root/data00/1015.pt
0,../data/data_root/data00/10153.pt
0,../data/data_root/data00/10154.pt
0,../data/data_root/data00/10155.pt
0,../data/data_root/data00/10164.pt
0,../data/data_root/data00/10167.pt
0,../data/data_root/data00/10168.pt
0,../data/data_root/data00/10169.pt
0,../data/data_root/data00/10170.pt
0,../data/data_root/data00/10171.pt
0,../data/data_root/data00/10187.pt
0,../data/data_root/data00/10195.pt
0,../data/data_root/data00/10199.pt
0,../data/data_root/data00/10201.pt
0,../data/data_root/data00/10203.pt
0,../data/data_root/data00/10204.pt
0,../data/data_root/data00/10205.pt
0,../data/data_root/data00/10209.pt
0,../data/data_root/data00/10211.pt
0,../data/data_root/data00/10216.pt
0,../data/data_root/data00/10217.pt
0,../data/data_root/data00/10219.pt
0,../data/data_root/data00/10222.pt
0,../data/data_root/data00/10224.pt
0,../data/data_root/data00/10225.pt
0,../data/data_root/data00/10226.pt
0,../data/data_root/data00/10227.pt
0,../data/data_root/data00/10230.pt
0,../data/data_root/data00/10233.pt
0,../data/data_root/data00/10234.pt
0,../data/data_root/data00/10235.pt
0,../data/data_root/data00/10243.pt
0,../data/data_root/data00/10245.pt
0,../data/data_root/data00/10246.pt
0,../data/data_root/data00/10247.pt
0,../data/data_root/data00/10249.pt
0,../data/data_root/data00/10254.pt
0,../data/data_root/data00/10255.pt
0,../data/data_root/data00/10258.pt
0,../data/data_root/data00/10260.pt
0,../data/data_root/data00/10261.pt
0,../data/data_root/data00/10271.pt
0,../data/data_root/data00/10274.pt
0,../data/data_root/data00/10277.pt
0,../data/data_root/data00/10278.pt
0,../data/data_root/data00/10279.pt
0,../data/data_root/data00/10282.pt
0,../data/data_root/data00/10283.pt
0,../data/data_root/data00/10285.pt
0,../data/data_root/data00/10288.pt
0,../data/data_root/data00/10289.pt
0,../data/data_root/data00/1029.pt
0,../data/data_root/data00/10290.pt
0,../data/data_root/data00/10295.pt
0,../data/data_root/data00/10298.pt
0,../data/data_root/data00/10299.pt
0,../data/data_root/data00/10300.pt
0,../data/data_root/data00/10303.pt
0,../data/data_root/data00/10305.pt
0,../data/data_root/data00/10306.pt
0,../data/data_root/data00/10307.pt
0,../data/data_root/data00/10308.pt
0,../data/data_root/data00/10309.pt
0,../data/data_root/data00/1031.pt
0,../data/data_root/data00/10310.pt
0,../data/data_root/data00/10311.pt
0,../data/data_root/data00/10313.pt
0,../data/data_root/data00/10314.pt
0,../data/data_root/data00/10322.pt
0,../data/data_root/data00/10323.pt
0,../data/data_root/data00/10325.pt
0,../data/data_root/data00/10326.pt
0,../data/data_root/data00/10328.pt
0,../data/data_root/data00/10329.pt
0,../data/data_root/data00/10330.pt
0,../data/data_root/data00/10331.pt
0,../data/data_root/data00/10332.pt
0,../data/data_root/data00/10334.pt
0,../data/data_root/data00/10337.pt
0,../data/data_root/data00/10340.pt
0,../data/data_root/data00/10342.pt
0,../data/data_root/data00/10343.pt
0,../data/data_root/data00/10345.pt
0,../data/data_root/data00/10346.pt
0,../data/data_root/data00/10351.pt
0,../data/data_root/data00/10353.pt
0,../data/data_root/data00/10354.pt
0,../data/data_root/data00/10355.pt
0,../data/data_root/data00/10356.pt
0,../data/data_root/data00/10358.pt
0,../data/data_root/data00/10360.pt
0,../data/data_root/data00/10363.pt
0,../data/data_root/data00/10364.pt
0,../data/data_root/data00/10366.pt
0,../data/data_root/data00/10368.pt
0,../data/data_root/data00/10370.pt
0,../data/data_root/data00/10377.pt
0,../data/data_root/data00/10379.pt
0,../data/data_root/data00/10380.pt
0,../data/data_root/data00/10384.pt
0,../data/data_root/data00/10385.pt
0,../data/data_root/data00/10387.pt
0,../data/data_root/data00/10391.pt
0,../data/data_root/data00/10392.pt
0,../data/data_root/data00/10393.pt
0,../data/data_root/data00/10394.pt
0,../data/data_root/data00/10395.pt
0,../data/data_root/data00/10397.pt
0,../data/data_root/data00/10399.pt
0,../data/data_root/data00/1040.pt
0,../data/data_root/data00/10400.pt
0,../data/data_root/data00/10401.pt
0,../data/data_root/data00/10402.pt
0,../data/data_root/data00/10404.pt
0,../data/data_root/data00/10406.pt
0,../data/data_root/data00/10407.pt
0,../data/data_root/data00/10408.pt
0,../data/data_root/data00/10409.pt
0,../data/data_root/data00/10413.pt
0,../data/data_root/data00/10414.pt
0,../data/data_root/data00/10415.pt
0,../data/data_root/data00/10418.pt
0,../data/data_root/data00/10419.pt
