objectID,footprint,area,height,label,data,index
52,644.0,5046.11234375,11.64,1,../data/data_root/data00/52.pt,52
65,1100.0,7526.896228125,21.46,1,../data/data_root/data00/65.pt,65
67,474.0,7500.660265625,12.94,1,../data/data_root/data00/67.pt,67
107,931.0,11190.73361875,10.15,1,../data/data_root/data00/107.pt,107
108,764.0,4804.4437,9.95,1,../data/data_root/data00/108.pt,108
112,814.0,7515.50721875,11.78,1,../data/data_root/data00/112.pt,112
115,408.0,15014.391603125,12.4,1,../data/data_root/data00/115.pt,115
156,825.0,7505.524459375,14.38,1,../data/data_root/data00/156.pt,156
158,1152.0,7530.67425,23.56,1,../data/data_root/data00/158.pt,158
181,320.0,2501.599009375,8.85,1,../data/data_root/data00/181.pt,181
182,830.0,6398.629915625,21.14,1,../data/data_root/data00/182.pt,182
193,1257.0,6499.49091875,14.83,1,../data/data_root/data00/193.pt,193
197,636.0,5616.54715,10.73,1,../data/data_root/data00/197.pt,197
198,673.0,7593.954596875,8.45,1,../data/data_root/data00/198.pt,198
268,962.0,6504.3204,23.17,1,../data/data_root/data00/268.pt,268
274,342.0,5582.54935,10.95,1,../data/data_root/data00/274.pt,274
280,399.0,4812.45934375,19.81,1,../data/data_root/data00/280.pt,280
307,555.0,5655.852828125,9.54,1,../data/data_root/data00/307.pt,307
310,880.0,7482.4431,22.85,1,../data/data_root/data00/310.pt,310
338,711.0,6421.25049375,21.16,1,../data/data_root/data00/338.pt,338
354,535.0,7474.970584375,12.59,1,../data/data_root/data00/354.pt,354
366,462.0,6528.3124125,10.99,1,../data/data_root/data00/366.pt,366
426,1117.0,6520.700996875,11.98,1,../data/data_root/data00/426.pt,426
442,401.0,3750.653921875,12.49,1,../data/data_root/data00/442.pt,442
449,579.0,3677.7733556640624,21.7,1,../data/data_root/data00/449.pt,449
487,700.0,6436.4928,24.21,1,../data/data_root/data00/487.pt,487
490,823.0,4816.2669875,18.87,1,../data/data_root/data00/490.pt,490
513,425.0,3735.51,12.07,1,../data/data_root/data00/513.pt,513
524,1016.0,6505.977603125,19.08,1,../data/data_root/data00/524.pt,524
558,618.0,5969.621028125,13.69,1,../data/data_root/data00/558.pt,558
565,448.0,5060.45151875,11.98,1,../data/data_root/data00/565.pt,565
566,985.0,6784.81245,15.27,1,../data/data_root/data00/566.pt,566
572,630.0,5366.1209375,11.69,1,../data/data_root/data00/572.pt,572
577,425.0,6750.70581875,11.3,1,../data/data_root/data00/577.pt,577
600,424.0,3809.655634375,12.84,1,../data/data_root/data00/600.pt,600
601,317.0,5950.70508125,8.72,1,../data/data_root/data00/601.pt,601
603,669.0,6799.864165625,12.32,1,../data/data_root/data00/603.pt,603
612,744.0,11867.169628125,12.81,1,../data/data_root/data00/612.pt,612
621,523.0,5652.864075,11.11,1,../data/data_root/data00/621.pt,621
628,458.0,5375.500734375,9.45,1,../data/data_root/data00/628.pt,628
632,455.0,6195.46588125,14.24,1,../data/data_root/data00/632.pt,632
640,476.0,6013.376303125,10.61,1,../data/data_root/data00/640.pt,640
696,632.0,4988.89835,20.62,1,../data/data_root/data00/696.pt,696
708,507.0,6040.9352,9.45,1,../data/data_root/data00/708.pt,708
709,711.0,4817.174675,13.73,1,../data/data_root/data00/709.pt,709
710,560.0,6754.039025,8.43,1,../data/data_root/data00/710.pt,710
713,656.0,6244.01385,12.24,1,../data/data_root/data00/713.pt,713
720,712.0,3054.4836875,17.76,1,../data/data_root/data00/720.pt,720
725,353.0,6536.330575,9.92,1,../data/data_root/data00/725.pt,725
728,775.0,6500.5645,11.49,1,../data/data_root/data00/728.pt,728
766,1047.0,5956.927225,8.97,1,../data/data_root/data00/766.pt,766
784,927.0,6504.282803125,20.66,1,../data/data_root/data00/784.pt,784
794,542.0,5994.300365625,14.37,1,../data/data_root/data00/794.pt,794
806,634.0,9553.751146875,14.04,1,../data/data_root/data00/806.pt,806
825,484.0,3583.01040625,10.42,1,../data/data_root/data00/825.pt,825
837,470.0,4880.89325,11.81,1,../data/data_root/data00/837.pt,837
850,700.0,5201.592028125,14.16,1,../data/data_root/data00/850.pt,850
858,561.0,6516.3651,12.34,1,../data/data_root/data00/858.pt,858
860,1090.0,6526.650575,29.36,1,../data/data_root/data00/860.pt,860
868,317.0,8686.414775,10.97,1,../data/data_root/data00/868.pt,868
908,340.0,1831.039578125,9.73,1,../data/data_root/data00/908.pt,908
924,408.0,4032.006540625,8.74,1,../data/data_root/data00/924.pt,924
930,591.0,6527.1140875,13.86,1,../data/data_root/data00/930.pt,930
935,474.0,6331.4111375,11.66,1,../data/data_root/data00/935.pt,935
936,384.0,5801.083953125,12.92,1,../data/data_root/data00/936.pt,936
941,543.0,6451.81621875,13.07,1,../data/data_root/data00/941.pt,941
959,354.0,7645.97771875,11.93,1,../data/data_root/data00/959.pt,959
967,618.0,6830.9394,13.25,1,../data/data_root/data00/967.pt,967
971,585.0,6631.692396875,15.12,1,../data/data_root/data00/971.pt,971
984,738.0,5043.814,9.79,1,../data/data_root/data00/984.pt,984
1007,685.0,6549.75828125,20.0,1,../data/data_root/data00/1007.pt,1007
1010,1225.0,3876.10269375,24.39,1,../data/data_root/data00/1010.pt,1010
1019,394.0,6531.5805,12.17,1,../data/data_root/data00/1019.pt,1019
1027,387.0,3208.102421875,10.99,1,../data/data_root/data00/1027.pt,1027
1035,453.0,4245.414090625,8.72,1,../data/data_root/data00/1035.pt,1035
1036,598.0,4488.9129375,19.0,1,../data/data_root/data00/1036.pt,1036
1043,828.0,6503.48008125,15.9,1,../data/data_root/data00/1043.pt,1043
1045,1005.0,6676.5395,22.14,1,../data/data_root/data00/1045.pt,1045
1048,604.0,7567.476696875,13.57,1,../data/data_root/data00/1048.pt,1048
1055,379.0,7568.932128125,14.39,1,../data/data_root/data00/1055.pt,1055
1058,641.0,7494.92369375,11.69,1,../data/data_root/data00/1058.pt,1058
1059,478.0,4092.9379375,10.92,1,../data/data_root/data00/1059.pt,1059
1084,537.0,7501.752,9.51,1,../data/data_root/data00/1084.pt,1084
1137,381.0,5824.498365625,11.66,1,../data/data_root/data00/1137.pt,1137
1144,1235.0,6749.797371875,11.85,1,../data/data_root/data00/1144.pt,1144
1145,689.0,6497.36955,14.2,1,../data/data_root/data00/1145.pt,1145
1154,532.0,6788.827296875,14.52,1,../data/data_root/data00/1154.pt,1154
1169,1139.0,9178.071084375,17.77,1,../data/data_root/data00/1169.pt,1169
1179,645.0,4412.698725,21.05,1,../data/data_root/data00/1179.pt,1179
1229,695.0,7554.84985,14.94,1,../data/data_root/data00/1229.pt,1229
1230,938.0,7532.0807875,11.34,1,../data/data_root/data00/1230.pt,1230
1249,369.0,3877.288644140625,12.4,1,../data/data_root/data00/1249.pt,1249
1251,581.0,4955.253953125,13.55,1,../data/data_root/data00/1251.pt,1251
1253,977.0,7382.789753125,14.88,1,../data/data_root/data00/1253.pt,1253
1306,408.0,9120.080325,12.83,1,../data/data_root/data00/1306.pt,1306
1359,511.0,3751.48721875,12.94,1,../data/data_root/data00/1359.pt,1359
1393,1845.0,8001.1719625,10.17,1,../data/data_root/data00/1393.pt,1393
1395,452.0,6503.9423625,13.5,1,../data/data_root/data00/1395.pt,1395
1406,768.0,6755.916203125,22.5,1,../data/data_root/data00/1406.pt,1406
1424,914.0,3100.69523125,9.72,1,../data/data_root/data00/1424.pt,1424
1441,1026.0,7708.71545,15.66,1,../data/data_root/data00/1441.pt,1441
1488,395.0,6882.912540625,13.13,1,../data/data_root/data00/1488.pt,1488
1504,501.0,3893.659684375,14.42,1,../data/data_root/data00/1504.pt,1504
1522,319.0,2469.77423125,10.41,1,../data/data_root/data00/1522.pt,1522
1530,759.0,1931.98640625,19.85,1,../data/data_root/data00/1530.pt,1530
1557,354.0,2226.993553125,10.53,1,../data/data_root/data00/1557.pt,1557
1560,738.0,6754.56296875,12.0,1,../data/data_root/data00/1560.pt,1560
1610,316.0,2762.2129,10.06,1,../data/data_root/data00/1610.pt,1610
1625,572.0,7450.323309375,12.91,1,../data/data_root/data00/1625.pt,1625
1671,708.0,7448.23195,10.17,1,../data/data_root/data00/1671.pt,1671
1693,714.0,3706.85818125,9.27,1,../data/data_root/data00/1693.pt,1693
1803,882.0,8504.23045,11.89,1,../data/data_root/data00/1803.pt,1803
1808,413.0,8506.28955,13.11,1,../data/data_root/data00/1808.pt,1808
1835,1509.0,5275.5885375,25.52,1,../data/data_root/data00/1835.pt,1835
1849,866.0,7561.64811875,13.62,1,../data/data_root/data00/1849.pt,1849
1926,689.0,6166.6195125,8.19,1,../data/data_root/data00/1926.pt,1926
2053,404.0,7508.7634375,9.86,1,../data/data_root/data00/2053.pt,2053
2055,667.0,914.755940625,16.01,1,../data/data_root/data00/2055.pt,2055
2065,504.0,1855.996,11.56,1,../data/data_root/data00/2065.pt,2065
2071,547.0,3751.37455,11.59,1,../data/data_root/data00/2071.pt,2071
2107,490.0,5163.0959,12.46,1,../data/data_root/data00/2107.pt,2107
2111,471.0,6030.3699,12.66,1,../data/data_root/data00/2111.pt,2111
2120,626.0,6851.6248,14.42,1,../data/data_root/data00/2120.pt,2120
2124,473.0,3862.4383,8.27,1,../data/data_root/data00/2124.pt,2124
2129,808.0,5498.6626875,18.57,1,../data/data_root/data00/2129.pt,2129
2130,753.0,5506.624465625,20.56,1,../data/data_root/data00/2130.pt,2130
2136,701.0,6383.3467,10.78,1,../data/data_root/data00/2136.pt,2136
2140,534.0,6750.99845,12.33,1,../data/data_root/data00/2140.pt,2140
2167,606.0,8504.23045,10.86,1,../data/data_root/data00/2167.pt,2167
2172,794.0,8503.27875,12.92,1,../data/data_root/data00/2172.pt,2172
2175,508.0,4571.2661,12.64,1,../data/data_root/data00/2175.pt,2175
2180,616.0,6733.9975,15.78,1,../data/data_root/data00/2180.pt,2180
2182,1011.0,17006.66735,14.95,1,../data/data_root/data00/2182.pt,2182
2186,617.0,8678.465053125,12.53,1,../data/data_root/data00/2186.pt,2186
2214,513.0,8402.02725,14.58,1,../data/data_root/data00/2214.pt,2214
2215,1385.0,7501.994440625,13.52,1,../data/data_root/data00/2215.pt,2215
2217,402.0,7501.3637,11.88,1,../data/data_root/data00/2217.pt,2217
2238,376.0,6496.9755,11.99,1,../data/data_root/data00/2238.pt,2238
2240,774.0,6731.28065,10.62,1,../data/data_root/data00/2240.pt,2240
2241,901.0,5808.664,15.04,1,../data/data_root/data00/2241.pt,2241
2247,1446.0,6788.745325,17.96,1,../data/data_root/data00/2247.pt,2247
2260,817.0,4807.6228,16.77,1,../data/data_root/data00/2260.pt,2260
2267,369.0,3662.570815625,13.75,1,../data/data_root/data00/2267.pt,2267
2271,647.0,6425.5038,12.65,1,../data/data_root/data00/2271.pt,2271
2295,778.0,7571.97195,25.09,1,../data/data_root/data00/2295.pt,2295
2302,410.0,6183.56625,12.17,1,../data/data_root/data00/2302.pt,2302
2310,374.0,8508.9866,8.35,1,../data/data_root/data00/2310.pt,2310
2324,836.0,6524.56165,15.37,1,../data/data_root/data00/2324.pt,2324
2328,709.0,6474.34675,13.71,1,../data/data_root/data00/2328.pt,2328
2355,656.0,15475.13565,9.83,1,../data/data_root/data00/2355.pt,2355
2356,717.0,1206.5304875,16.0,1,../data/data_root/data00/2356.pt,2356
2372,399.0,1070.25386875,21.24,1,../data/data_root/data00/2372.pt,2372
2386,540.0,8498.7842,12.95,1,../data/data_root/data00/2386.pt,2386
2394,530.0,6158.81365,16.3,1,../data/data_root/data00/2394.pt,2394
2397,330.0,6474.34675,8.06,1,../data/data_root/data00/2397.pt,2397
2402,765.0,4502.9067,12.72,1,../data/data_root/data00/2402.pt,2402
2418,733.0,3794.421040625,11.58,1,../data/data_root/data00/2418.pt,2418
2425,471.0,4091.734921875,8.5,1,../data/data_root/data00/2425.pt,2425
2452,966.0,5526.1924,9.85,1,../data/data_root/data00/2452.pt,2452
2460,803.0,6207.236328125,8.02,1,../data/data_root/data00/2460.pt,2460
2487,780.0,16765.3991484375,12.79,1,../data/data_root/data00/2487.pt,2487
2488,810.0,9298.939284570313,13.81,1,../data/data_root/data00/2488.pt,2488
2492,700.0,6500.5688,12.18,1,../data/data_root/data00/2492.pt,2492
2499,476.0,3229.1312,9.69,1,../data/data_root/data00/2499.pt,2499
2501,664.0,3690.817746875,16.3,1,../data/data_root/data00/2501.pt,2501
2513,360.0,3978.0983333984377,11.45,1,../data/data_root/data00/2513.pt,2513
2550,364.0,5005.0981,12.72,1,../data/data_root/data00/2550.pt,2550
2551,839.0,13001.1403,16.06,1,../data/data_root/data00/2551.pt,2551
2553,790.0,5109.3472,10.81,1,../data/data_root/data00/2553.pt,2553
2566,884.0,3751.37455,16.21,1,../data/data_root/data00/2566.pt,2566
2573,1134.0,7486.8574625,18.48,1,../data/data_root/data00/2573.pt,2573
2587,938.0,6500.5704,15.73,1,../data/data_root/data00/2587.pt,2587
2588,1077.0,6381.37595,12.93,1,../data/data_root/data00/2588.pt,2588
2592,907.0,6731.34598125,13.28,1,../data/data_root/data00/2592.pt,2592
2597,713.0,3722.420659375,22.02,1,../data/data_root/data00/2597.pt,2597
2631,825.0,4950.18498125,11.12,1,../data/data_root/data00/2631.pt,2631
2633,971.0,1871.232378125,14.57,1,../data/data_root/data00/2633.pt,2633
2635,790.0,7463.2483,11.76,1,../data/data_root/data00/2635.pt,2635
2636,845.0,7502.2863,15.25,1,../data/data_root/data00/2636.pt,2636
2646,702.0,7695.4369,13.3,1,../data/data_root/data00/2646.pt,2646
2676,501.0,4070.91595,13.7,1,../data/data_root/data00/2676.pt,2676
2697,481.0,6493.4874,10.59,1,../data/data_root/data00/2697.pt,2697
2714,381.0,6504.78105,10.17,1,../data/data_root/data00/2714.pt,2714
2723,564.0,2080.55528125,15.3,1,../data/data_root/data00/2723.pt,2723
2730,823.0,6496.1478,12.35,1,../data/data_root/data00/2730.pt,2730
2731,531.0,1135.9442,15.16,1,../data/data_root/data00/2731.pt,2731
2739,403.0,6465.2798,9.7,1,../data/data_root/data00/2739.pt,2739
2751,414.0,5003.31765,11.92,1,../data/data_root/data00/2751.pt,2751
2782,1133.0,7465.810559375,22.28,1,../data/data_root/data00/2782.pt,2782
2787,405.0,3321.5649875,10.27,1,../data/data_root/data00/2787.pt,2787
2795,308.0,2477.8234,9.16,1,../data/data_root/data00/2795.pt,2795
2813,715.0,6526.60376875,12.46,1,../data/data_root/data00/2813.pt,2813
2821,311.0,7479.63665,12.92,1,../data/data_root/data00/2821.pt,2821
2853,837.0,7537.109128125,15.2,1,../data/data_root/data00/2853.pt,2853
2861,597.0,1546.4083,10.95,1,../data/data_root/data00/2861.pt,2861
2864,772.0,7440.59134375,20.2,1,../data/data_root/data00/2864.pt,2864
2867,394.0,6518.42785,10.4,1,../data/data_root/data00/2867.pt,2867
2870,861.0,6494.6599,11.2,1,../data/data_root/data00/2870.pt,2870
2891,386.0,5205.377996875,11.74,1,../data/data_root/data00/2891.pt,2891
2910,491.0,11454.5145,13.03,1,../data/data_root/data00/2910.pt,2910
2926,811.0,6458.2638,13.97,1,../data/data_root/data00/2926.pt,2926
2927,1003.0,11453.07125,12.81,1,../data/data_root/data00/2927.pt,2927
2941,514.0,6921.877074414063,12.5,1,../data/data_root/data00/2941.pt,2941
2949,340.0,3600.72645,10.25,1,../data/data_root/data00/2949.pt,2949
2952,319.0,5116.40795,8.7,1,../data/data_root/data00/2952.pt,2952
2954,479.0,6452.5127,11.0,1,../data/data_root/data00/2954.pt,2954
2959,664.0,15203.49025,10.77,1,../data/data_root/data00/2959.pt,2959
2963,643.0,5119.1057,13.34,1,../data/data_root/data00/2963.pt,2963
2966,812.0,6751.24705,18.63,1,../data/data_root/data00/2966.pt,2966
2975,523.0,8245.728503125,15.25,1,../data/data_root/data00/2975.pt,2975
2980,662.0,4511.086484375,20.02,1,../data/data_root/data00/2980.pt,2980
2991,486.0,10206.536715625,13.98,1,../data/data_root/data00/2991.pt,2991
3007,478.0,4271.56098125,8.07,1,../data/data_root/data00/3007.pt,3007
3021,323.0,6496.89895,11.67,1,../data/data_root/data00/3021.pt,3021
3030,741.0,6370.5588,13.39,1,../data/data_root/data00/3030.pt,3030
3032,456.0,6092.2655,20.11,1,../data/data_root/data00/3032.pt,3032
3033,558.0,6731.28065,10.08,1,../data/data_root/data00/3033.pt,3033
3039,351.0,5873.16065,8.62,1,../data/data_root/data00/3039.pt,3039
3049,684.0,6490.3556,16.62,1,../data/data_root/data00/3049.pt,3049
3052,599.0,6520.4483,13.91,1,../data/data_root/data00/3052.pt,3052
3074,413.0,6438.66865,11.62,1,../data/data_root/data00/3074.pt,3074
3075,718.0,6491.6638,13.92,1,../data/data_root/data00/3075.pt,3075
3087,746.0,1596.2546625,11.4,1,../data/data_root/data00/3087.pt,3087
3157,498.0,5425.07375,13.68,1,../data/data_root/data00/3157.pt,3157
3179,644.0,6446.64625,12.9,1,../data/data_root/data00/3179.pt,3179
3184,360.0,6483.74485,11.65,1,../data/data_root/data00/3184.pt,3184
3191,1798.0,4531.378834375,31.77,1,../data/data_root/data00/3191.pt,3191
3204,843.0,5907.6096,22.26,1,../data/data_root/data00/3204.pt,3204
3217,1035.0,13484.56595,9.53,1,../data/data_root/data00/3217.pt,3217
3222,432.0,3148.2929,8.29,1,../data/data_root/data00/3222.pt,3222
3225,771.0,1905.4590625,19.6,1,../data/data_root/data00/3225.pt,3225
3232,446.0,6951.348971875,12.56,1,../data/data_root/data00/3232.pt,3232
3239,804.0,5823.5145,13.68,1,../data/data_root/data00/3239.pt,3239
3242,728.0,7482.829540625,12.97,1,../data/data_root/data00/3242.pt,3242
3246,1049.0,1655.37195,15.15,1,../data/data_root/data00/3246.pt,3246
3248,329.0,6060.3186,9.65,1,../data/data_root/data00/3248.pt,3248
3252,844.0,5202.08765,12.58,1,../data/data_root/data00/3252.pt,3252
3260,1162.0,8400.82245,10.41,1,../data/data_root/data00/3260.pt,3260
3268,623.0,4297.35045625,9.36,1,../data/data_root/data00/3268.pt,3268
3286,447.0,5062.8808,12.73,1,../data/data_root/data00/3286.pt,3286
3305,545.0,7503.408621875,11.56,1,../data/data_root/data00/3305.pt,3305
3308,448.0,3237.348996875,12.47,1,../data/data_root/data00/3308.pt,3308
3311,869.0,6350.33935,17.23,1,../data/data_root/data00/3311.pt,3311
3316,605.0,11720.64395,9.79,1,../data/data_root/data00/3316.pt,3316
3320,505.0,6370.26235,13.66,1,../data/data_root/data00/3320.pt,3320
3322,882.0,6522.29985,20.38,1,../data/data_root/data00/3322.pt,3322
3330,731.0,6401.1458,11.77,1,../data/data_root/data00/3330.pt,3330
3334,667.0,4877.472621875,8.9,1,../data/data_root/data00/3334.pt,3334
3337,802.0,4859.541225,12.29,1,../data/data_root/data00/3337.pt,3337
3339,744.0,5424.9248,21.29,1,../data/data_root/data00/3339.pt,3339
